shipment_id,supplier_id,warehouse_name,shipment_date,delivery_date,quantity_shipped,transportation_cost,shipment_status,product_category
8680,213,Ware House A,2026-05-18,2026-05-23,77,7514,Delivered,Automotive
8681,19,Ware House D,2026-05-31,2026-06-08,62,6124,In Transit,Automotive
8682,308,Ware House A,2026-05-19,2026-05-22,37,9159,Delayed,FMCG
8683,349,Ware House E,2026-05-16,2026-05-20,39,6244,Cancelled,Electronics
8684,244,Ware House E,2026-05-18,2026-05-20,66,8276,Delivered,Pharma
8685,43,Ware House A,2026-05-10,2026-05-19,93,6339,Cancelled,Electronics
8686,218,Ware House B,2026-05-07,2026-05-08,74,9648,In Transit,Pharma
8687,407,Ware House A,2026-06-02,2026-06-07,52,4301,Delayed,Pharma
8688,199,Ware House E,2026-05-28,2026-06-01,58,9201,In Transit,Automotive
8689,47,Ware House C,2026-05-13,2026-05-19,97,6912,Delivered,Automotive
8690,332,Ware House B,2026-06-01,2026-06-05,63,711,Delayed,Pharma
8691,464,Ware House C,2026-05-16,2026-05-23,38,4498,Delivered,FMCG
8692,368,Ware House D,2026-06-02,2026-06-03,27,520,Delayed,Automotive
8693,151,Ware House B,2026-05-14,2026-05-20,83,826,Cancelled,Industrial
8694,131,Ware House C,2026-05-06,2026-05-10,22,8870,In Transit,FMCG
8695,44,Ware House C,2026-05-16,2026-05-26,10,5590,In Transit,Pharma
8696,378,Ware House B,2026-05-09,2026-05-12,20,711,Cancelled,FMCG
8697,382,Ware House D,2026-05-10,2026-05-12,77,6847,Delivered,Pharma
8698,68,Ware House A,2026-05-15,2026-05-16,7,7943,Cancelled,Pharma
8699,306,Ware House D,2026-05-19,2026-05-23,26,235,Delivered,Industrial
8700,470,Ware House C,2026-06-01,2026-06-06,80,7771,In Transit,Automotive
8701,333,Ware House E,2026-05-06,2026-05-12,91,2011,Delivered,Automotive
8702,304,Ware House E,2026-05-15,2026-05-19,7,426,In Transit,Electronics
8703,23,Ware House A,2026-05-08,2026-05-15,22,6489,Delivered,Automotive
8704,320,Ware House D,2026-06-04,2026-06-12,21,4839,In Transit,Automotive
8705,320,Ware House A,2026-05-06,2026-05-10,43,6482,In Transit,Electronics
8706,383,Ware House E,2026-05-23,2026-06-01,22,9248,In Transit,Pharma
8707,123,Ware House E,2026-05-09,2026-05-14,4,5847,Delivered,Pharma
8708,151,Ware House C,2026-05-15,2026-05-17,1,2029,Cancelled,Electronics
8709,33,Ware House C,2026-06-03,2026-06-11,31,1671,In Transit,Electronics
8710,36,Ware House D,2026-05-16,2026-05-24,51,5626,Cancelled,Electronics
8711,315,Ware House A,2026-06-03,2026-06-07,65,1419,In Transit,Automotive
8712,129,Ware House B,2026-05-21,2026-05-28,58,4429,In Transit,FMCG
8713,330,Ware House B,2026-05-10,2026-05-17,100,3196,Delivered,Pharma
8714,410,Ware House C,2026-06-01,2026-06-08,89,1194,Delayed,FMCG
8715,423,Ware House A,2026-05-06,2026-05-14,44,9269,Delayed,Pharma
8716,28,Ware House A,2026-05-20,2026-05-30,73,8940,Delivered,Pharma
8717,248,Ware House A,2026-05-20,2026-05-24,68,7837,Delayed,Automotive
8718,287,Ware House D,2026-05-10,2026-05-15,5,7614,Delayed,Pharma
8719,316,Ware House D,2026-05-13,2026-05-20,100,3678,In Transit,Electronics
8720,312,Ware House D,2026-05-15,2026-05-21,8,5215,Delivered,Automotive
8721,444,Ware House C,2026-05-18,2026-05-27,19,1599,Delivered,Automotive
8722,237,Ware House A,2026-05-14,2026-05-19,69,1846,Delayed,Industrial
8723,72,Ware House A,2026-05-08,2026-05-17,5,8486,Delivered,Industrial
8724,219,Ware House E,2026-05-27,2026-06-06,76,1474,Cancelled,FMCG
8725,39,Ware House C,2026-05-20,2026-05-22,69,4375,In Transit,Industrial
8726,230,Ware House A,2026-05-27,2026-05-30,68,679,In Transit,Pharma
8727,309,Ware House B,2026-05-30,2026-06-03,40,7247,Delivered,Industrial
8728,139,Ware House A,2026-05-15,2026-05-20,45,4864,Delivered,Automotive
8729,231,Ware House A,2026-05-23,2026-06-02,97,5478,Delivered,Pharma
8730,211,Ware House D,2026-05-27,2026-05-28,48,4006,In Transit,Pharma
8731,492,Ware House D,2026-05-14,2026-05-18,12,8639,In Transit,Industrial
8732,59,Ware House C,2026-05-21,2026-05-23,37,4534,In Transit,Industrial
8733,393,Ware House D,2026-05-25,2026-05-29,59,4883,Cancelled,Electronics
8734,4,Ware House A,2026-06-04,2026-06-06,94,5880,Delivered,Industrial
8735,224,Ware House D,2026-06-02,2026-06-03,25,4400,Cancelled,Pharma
8736,456,Ware House C,2026-05-23,2026-05-28,31,3836,In Transit,Electronics
8737,463,Ware House A,2026-05-14,2026-05-20,53,6922,Delayed,Pharma
8738,427,Ware House E,2026-05-13,2026-05-15,36,5057,Delivered,FMCG
8739,271,Ware House E,2026-06-01,2026-06-11,79,1009,Cancelled,Automotive
8740,405,Ware House C,2026-05-26,2026-06-01,58,5549,In Transit,Electronics
8741,448,Ware House E,2026-05-08,2026-05-13,29,6278,In Transit,Automotive
8742,19,Ware House E,2026-06-01,2026-06-03,72,2419,Delivered,Pharma
8743,216,Ware House D,2026-05-26,2026-05-31,11,7173,In Transit,Industrial
8744,360,Ware House D,2026-05-25,2026-06-04,4,1410,In Transit,Pharma
8745,346,Ware House B,2026-05-29,2026-06-05,88,4526,In Transit,Automotive
8746,270,Ware House C,2026-05-13,2026-05-16,55,6968,Cancelled,Automotive
8747,340,Ware House D,2026-05-21,2026-05-31,16,821,In Transit,Automotive
8748,247,Ware House E,2026-05-07,2026-05-12,21,2867,In Transit,Electronics
8749,308,Ware House A,2026-05-27,2026-05-28,25,1805,Cancelled,Industrial
8750,387,Ware House B,2026-05-21,2026-05-29,1,1903,Delivered,Electronics
8751,55,Ware House E,2026-05-24,2026-05-30,25,3479,In Transit,Automotive
8752,89,Ware House D,2026-05-06,2026-05-15,76,3450,Delivered,Automotive
8753,324,Ware House E,2026-05-08,2026-05-14,92,2488,Cancelled,FMCG
8754,266,Ware House E,2026-05-10,2026-05-17,21,1466,Cancelled,Automotive
8755,405,Ware House A,2026-05-10,2026-05-16,57,1102,Delayed,FMCG
8756,376,Ware House B,2026-05-06,2026-05-11,68,175,Delayed,Industrial
8757,195,Ware House B,2026-05-23,2026-05-26,66,5290,Cancelled,Pharma
8758,107,Ware House D,2026-05-06,2026-05-13,66,5682,Delayed,Automotive
8759,267,Ware House B,2026-05-30,2026-06-02,94,9201,Delayed,FMCG
8760,40,Ware House C,2026-06-02,2026-06-12,28,1566,Cancelled,Industrial
8761,182,Ware House B,2026-05-19,2026-05-26,36,8844,Delivered,Electronics
8762,208,Ware House C,2026-05-29,2026-06-04,8,7198,Cancelled,Electronics
8763,450,Ware House A,2026-06-04,2026-06-08,10,6464,Cancelled,FMCG
8764,105,Ware House A,2026-05-09,2026-05-12,38,8008,In Transit,FMCG
8765,131,Ware House D,2026-05-07,2026-05-10,92,2615,Delayed,Industrial
8766,164,Ware House E,2026-05-22,2026-05-28,11,4906,Delivered,FMCG
8767,38,Ware House D,2026-05-06,2026-05-13,18,1299,In Transit,Automotive
8768,337,Ware House C,2026-05-12,2026-05-13,11,608,Cancelled,Electronics
8769,308,Ware House C,2026-05-08,2026-05-09,14,3256,In Transit,Pharma
8770,154,Ware House C,2026-05-21,2026-05-23,65,8718,In Transit,FMCG
8771,266,Ware House E,2026-05-06,2026-05-14,86,2407,Delivered,Automotive
8772,358,Ware House D,2026-05-29,2026-06-07,18,7224,Delayed,Industrial
8773,265,Ware House A,2026-05-19,2026-05-24,47,2726,In Transit,Industrial
8774,380,Ware House A,2026-05-10,2026-05-12,87,5492,Delayed,Electronics
8775,91,Ware House C,2026-05-12,2026-05-20,20,5430,Delivered,Automotive
8776,204,Ware House E,2026-05-13,2026-05-15,10,5719,Cancelled,Automotive
8777,7,Ware House A,2026-06-04,2026-06-14,16,3557,In Transit,Electronics
8778,148,Ware House A,2026-05-26,2026-06-02,74,5508,Delayed,FMCG
8779,416,Ware House E,2026-05-24,2026-05-25,52,2859,Cancelled,Pharma
8780,342,Ware House D,2026-05-27,2026-06-03,97,4825,Delivered,Automotive
8781,96,Ware House C,2026-05-06,2026-05-12,92,8395,Delayed,Automotive
8782,67,Ware House D,2026-06-04,2026-06-09,57,4030,In Transit,Electronics
8783,441,Ware House E,2026-06-04,2026-06-08,26,2007,Delivered,Electronics
8784,121,Ware House B,2026-05-16,2026-05-17,50,5745,Cancelled,Automotive
8785,413,Ware House A,2026-05-17,2026-05-21,90,7519,In Transit,Pharma
8786,442,Ware House B,2026-05-07,2026-05-12,55,2035,Delivered,Industrial
8787,53,Ware House B,2026-05-17,2026-05-27,63,876,Delivered,Pharma
8788,327,Ware House B,2026-06-04,2026-06-12,36,5732,Delayed,Automotive
8789,208,Ware House E,2026-05-21,2026-05-31,31,6432,In Transit,Electronics
8790,300,Ware House C,2026-06-04,2026-06-05,64,3179,Cancelled,Electronics
8791,472,Ware House B,2026-06-04,2026-06-12,75,9646,Cancelled,Automotive
8792,305,Ware House C,2026-05-07,2026-05-09,50,1511,Delayed,Automotive
8793,492,Ware House B,2026-05-22,2026-05-29,64,9193,Delivered,Pharma
8794,40,Ware House E,2026-05-22,2026-05-26,67,6992,Delivered,Industrial
8795,92,Ware House B,2026-05-14,2026-05-19,10,8796,In Transit,Industrial
8796,395,Ware House C,2026-05-31,2026-06-04,46,7604,Delivered,Industrial
8797,409,Ware House A,2026-05-07,2026-05-14,57,9814,Delayed,Pharma
8798,85,Ware House B,2026-05-21,2026-05-31,85,7532,In Transit,Pharma
8799,442,Ware House B,2026-05-27,2026-06-05,76,3976,Cancelled,Industrial
8800,105,Ware House B,2026-05-14,2026-05-24,84,7420,Cancelled,Industrial
8801,246,Ware House E,2026-05-23,2026-05-30,100,8665,Cancelled,Electronics
8802,241,Ware House E,2026-05-08,2026-05-12,41,7744,Delivered,Automotive
8803,236,Ware House D,2026-05-28,2026-06-03,96,2164,Delayed,Industrial
8804,239,Ware House E,2026-05-19,2026-05-27,12,721,Delivered,Automotive
8805,100,Ware House C,2026-05-24,2026-05-29,46,8099,Delivered,Automotive
8806,317,Ware House B,2026-05-12,2026-05-18,82,6456,Cancelled,Automotive
8807,448,Ware House B,2026-05-25,2026-05-31,47,7400,Delivered,FMCG
8808,21,Ware House D,2026-06-02,2026-06-06,17,5922,Delivered,Pharma
8809,282,Ware House D,2026-05-27,2026-06-01,88,2266,Delayed,Pharma
8810,457,Ware House C,2026-05-20,2026-05-23,56,1654,In Transit,Electronics
8811,89,Ware House E,2026-05-14,2026-05-24,87,1261,In Transit,Pharma
8812,321,Ware House B,2026-05-13,2026-05-21,58,3025,Cancelled,Industrial
8813,147,Ware House C,2026-06-04,2026-06-13,45,7384,Cancelled,Automotive
8814,215,Ware House D,2026-05-07,2026-05-11,32,3611,Cancelled,Industrial
8815,103,Ware House B,2026-05-18,2026-05-20,63,1536,In Transit,FMCG
8816,286,Ware House B,2026-05-20,2026-05-29,29,233,Delivered,Electronics
8817,460,Ware House E,2026-06-03,2026-06-08,45,8596,Delivered,Automotive
8818,152,Ware House D,2026-05-28,2026-05-30,14,2011,Delivered,Pharma
8819,471,Ware House B,2026-05-06,2026-05-07,84,7481,Delivered,Electronics
8820,341,Ware House E,2026-05-22,2026-05-30,89,1353,Delayed,Automotive
8821,319,Ware House C,2026-05-11,2026-05-14,80,6764,Delayed,Industrial
8822,17,Ware House C,2026-05-13,2026-05-19,61,6423,Cancelled,Industrial
8823,34,Ware House C,2026-05-21,2026-05-27,63,3235,Delayed,Automotive
8824,190,Ware House E,2026-05-21,2026-05-28,93,282,In Transit,Industrial
8825,113,Ware House B,2026-05-11,2026-05-16,55,3959,Delayed,Electronics
8826,354,Ware House E,2026-05-21,2026-05-26,36,3016,Cancelled,Automotive
8827,162,Ware House B,2026-05-11,2026-05-13,30,8152,In Transit,Electronics
8828,254,Ware House B,2026-06-04,2026-06-09,11,1638,Delayed,Automotive
8829,299,Ware House E,2026-05-18,2026-05-21,45,720,Delayed,Industrial
8830,2,Ware House A,2026-05-11,2026-05-19,28,6212,Delivered,Industrial
8831,287,Ware House E,2026-05-14,2026-05-22,74,2626,Cancelled,Pharma
8832,328,Ware House B,2026-06-04,2026-06-08,42,3093,Delayed,Electronics
8833,468,Ware House E,2026-05-21,2026-05-24,30,9984,Delivered,FMCG
8834,421,Ware House A,2026-06-04,2026-06-14,19,8832,In Transit,Pharma
8835,277,Ware House A,2026-05-12,2026-05-13,45,9017,In Transit,Electronics
8836,257,Ware House A,2026-05-14,2026-05-19,3,7860,In Transit,Electronics
8837,59,Ware House A,2026-05-13,2026-05-17,63,6600,In Transit,Industrial
8838,276,Ware House E,2026-05-06,2026-05-12,52,8873,Delayed,FMCG
8839,211,Ware House E,2026-05-14,2026-05-16,67,7366,Delivered,FMCG
8840,449,Ware House C,2026-05-25,2026-05-26,51,2967,In Transit,Industrial
8841,354,Ware House B,2026-05-11,2026-05-17,67,3632,Delayed,Industrial
8842,379,Ware House B,2026-05-23,2026-05-30,35,5673,In Transit,Electronics
8843,137,Ware House E,2026-05-12,2026-05-21,73,9056,In Transit,Automotive
8844,327,Ware House C,2026-06-03,2026-06-12,72,3065,Delivered,Pharma
8845,154,Ware House C,2026-05-07,2026-05-14,19,8955,Delivered,Industrial
8846,149,Ware House B,2026-05-17,2026-05-26,22,7223,Delayed,Automotive
8847,130,Ware House B,2026-05-10,2026-05-20,30,6798,Cancelled,Automotive
8848,284,Ware House C,2026-05-31,2026-06-02,99,4782,Cancelled,Industrial
8849,306,Ware House D,2026-05-23,2026-05-27,83,116,In Transit,Pharma
8850,8,Ware House D,2026-06-03,2026-06-12,65,5645,Delayed,FMCG
8851,418,Ware House C,2026-05-10,2026-05-15,73,2441,Delivered,Pharma
8852,108,Ware House B,2026-05-21,2026-05-22,65,1189,In Transit,Automotive
8853,104,Ware House B,2026-05-28,2026-06-03,86,464,Cancelled,FMCG
8854,429,Ware House A,2026-05-29,2026-06-05,37,5119,In Transit,FMCG
8855,286,Ware House B,2026-06-02,2026-06-03,38,8642,Delivered,Electronics
8856,60,Ware House E,2026-05-20,2026-05-27,35,2830,In Transit,Electronics
8857,56,Ware House A,2026-05-13,2026-05-19,89,9961,In Transit,Pharma
8858,380,Ware House A,2026-05-19,2026-05-28,49,5310,In Transit,FMCG
8859,411,Ware House E,2026-05-06,2026-05-13,2,3620,In Transit,Industrial
8860,51,Ware House B,2026-05-06,2026-05-12,29,1229,Delivered,Automotive
8861,164,Ware House E,2026-05-19,2026-05-28,95,4303,Cancelled,Industrial
8862,135,Ware House C,2026-06-04,2026-06-12,49,5754,Cancelled,Automotive
8863,107,Ware House D,2026-05-26,2026-05-29,32,664,In Transit,Electronics
8864,351,Ware House C,2026-05-12,2026-05-17,7,5019,Delivered,Automotive
8865,477,Ware House A,2026-05-29,2026-05-31,21,5049,Cancelled,Automotive
8866,275,Ware House A,2026-05-07,2026-05-11,46,8870,Delayed,FMCG
8867,113,Ware House D,2026-05-09,2026-05-13,11,4314,In Transit,Electronics
8868,219,Ware House D,2026-05-11,2026-05-13,39,6562,Cancelled,Pharma
8869,58,Ware House C,2026-05-13,2026-05-23,9,3360,In Transit,Automotive
8870,95,Ware House D,2026-06-04,2026-06-07,62,3166,Cancelled,FMCG
8871,321,Ware House E,2026-05-27,2026-05-29,6,2013,In Transit,Electronics
8872,229,Ware House C,2026-05-11,2026-05-14,10,4718,Delivered,Electronics
8873,119,Ware House A,2026-05-07,2026-05-16,2,4139,In Transit,Automotive
8874,74,Ware House D,2026-06-04,2026-06-11,20,8765,Delayed,FMCG
8875,256,Ware House E,2026-06-03,2026-06-05,39,1029,Delayed,Automotive
8876,84,Ware House D,2026-05-19,2026-05-28,86,5512,In Transit,Electronics
8877,34,Ware House A,2026-05-11,2026-05-16,8,3282,Delivered,Electronics
8878,347,Ware House E,2026-06-03,2026-06-10,67,8669,In Transit,Industrial
8879,99,Ware House E,2026-05-24,2026-05-28,27,7292,Cancelled,FMCG
8880,166,Ware House B,2026-05-09,2026-05-10,14,6780,In Transit,Automotive
8881,240,Ware House C,2026-06-04,2026-06-14,71,2030,Delayed,Automotive
8882,409,Ware House E,2026-06-03,2026-06-09,25,6248,Delivered,Industrial
8883,144,Ware House D,2026-05-27,2026-05-30,65,9959,Delayed,Automotive
8884,423,Ware House B,2026-05-20,2026-05-22,97,4707,Cancelled,FMCG
8885,424,Ware House C,2026-05-18,2026-05-26,34,966,Delayed,Industrial
8886,118,Ware House B,2026-05-31,2026-06-01,50,3992,Delivered,Industrial
8887,93,Ware House D,2026-05-29,2026-05-31,66,2430,In Transit,Industrial
8888,119,Ware House C,2026-05-13,2026-05-19,16,8044,Delayed,Industrial
8889,451,Ware House A,2026-05-14,2026-05-22,13,4177,Cancelled,Automotive
8890,382,Ware House D,2026-05-16,2026-05-19,49,1972,Cancelled,Automotive
8891,1,Ware House D,2026-05-22,2026-05-24,36,1623,Cancelled,Automotive
8892,114,Ware House E,2026-05-31,2026-06-01,54,3533,Delivered,Pharma
8893,174,Ware House C,2026-05-20,2026-05-25,91,4297,Cancelled,Industrial
8894,385,Ware House E,2026-05-17,2026-05-19,50,3488,Cancelled,Pharma
8895,262,Ware House B,2026-05-11,2026-05-13,31,4203,Cancelled,Industrial
8896,259,Ware House C,2026-05-31,2026-06-07,21,7437,Delivered,FMCG
8897,50,Ware House D,2026-05-15,2026-05-20,64,6122,Delivered,Automotive
8898,64,Ware House A,2026-05-21,2026-05-24,70,5814,Delayed,Electronics
8899,26,Ware House E,2026-06-04,2026-06-11,42,124,Delivered,Pharma
8900,191,Ware House D,2026-05-27,2026-06-04,64,3498,Delivered,FMCG
8901,360,Ware House B,2026-06-03,2026-06-04,35,2927,Delayed,Pharma
8902,370,Ware House C,2026-05-14,2026-05-22,58,1754,In Transit,Pharma
8903,200,Ware House B,2026-05-24,2026-05-25,51,1422,Delayed,Electronics
8904,174,Ware House B,2026-05-23,2026-05-24,42,8526,In Transit,Pharma
8905,470,Ware House B,2026-05-17,2026-05-27,4,1200,Cancelled,Electronics
8906,486,Ware House C,2026-05-08,2026-05-18,87,2408,Cancelled,FMCG
8907,136,Ware House E,2026-05-27,2026-06-01,87,5367,Delivered,Automotive
8908,482,Ware House E,2026-05-21,2026-05-30,18,2270,Delivered,Electronics
8909,487,Ware House E,2026-05-21,2026-05-26,37,9237,In Transit,Electronics
8910,413,Ware House A,2026-05-31,2026-06-08,27,5941,Delayed,Electronics
8911,49,Ware House B,2026-05-29,2026-06-02,44,2715,Delayed,Industrial
8912,414,Ware House D,2026-05-17,2026-05-22,22,5026,Delivered,Automotive
8913,220,Ware House E,2026-05-17,2026-05-25,1,1227,Cancelled,Pharma
8914,490,Ware House B,2026-05-06,2026-05-09,74,9050,Delivered,Automotive
8915,43,Ware House C,2026-05-28,2026-06-07,78,2097,Cancelled,Electronics
8916,109,Ware House E,2026-06-02,2026-06-10,72,195,In Transit,Automotive
8917,77,Ware House E,2026-05-17,2026-05-23,22,7957,Cancelled,Pharma
8918,467,Ware House D,2026-05-25,2026-05-31,52,6552,In Transit,Electronics
8919,440,Ware House D,2026-05-22,2026-05-28,11,802,In Transit,FMCG
8920,112,Ware House C,2026-05-09,2026-05-16,90,9205,Delivered,Electronics
8921,364,Ware House C,2026-05-23,2026-05-31,87,5946,Cancelled,Pharma
8922,284,Ware House D,2026-05-10,2026-05-12,48,2056,Delayed,Electronics
8923,169,Ware House E,2026-05-10,2026-05-17,63,1408,In Transit,Electronics
8924,369,Ware House A,2026-05-24,2026-06-03,83,5374,Cancelled,Pharma
8925,33,Ware House C,2026-05-29,2026-06-07,93,6609,Delivered,Industrial
8926,482,Ware House B,2026-05-19,2026-05-22,20,5012,In Transit,FMCG
8927,211,Ware House E,2026-05-28,2026-06-07,100,5318,Delivered,Pharma
8928,231,Ware House B,2026-05-20,2026-05-29,5,5567,In Transit,Pharma
8929,304,Ware House C,2026-05-23,2026-05-31,70,9224,Delayed,Industrial
8930,266,Ware House D,2026-05-10,2026-05-16,33,7713,Delayed,Electronics
8931,52,Ware House D,2026-05-18,2026-05-24,45,3915,In Transit,FMCG
8932,196,Ware House B,2026-05-15,2026-05-21,5,9308,Cancelled,FMCG
8933,203,Ware House C,2026-05-09,2026-05-13,50,2363,Cancelled,Electronics
8934,279,Ware House E,2026-05-17,2026-05-26,39,3595,Cancelled,FMCG
8935,278,Ware House C,2026-05-18,2026-05-26,67,2291,In Transit,FMCG
8936,144,Ware House C,2026-05-18,2026-05-24,22,9471,Cancelled,FMCG
8937,161,Ware House C,2026-06-01,2026-06-05,1,670,Delivered,Electronics
8938,108,Ware House D,2026-05-21,2026-05-22,94,7869,In Transit,FMCG
8939,488,Ware House B,2026-05-25,2026-05-28,54,6328,In Transit,Pharma
8940,437,Ware House B,2026-05-22,2026-05-29,75,3767,In Transit,Electronics
8941,60,Ware House C,2026-05-16,2026-05-26,38,5627,Delivered,Automotive
8942,34,Ware House B,2026-05-13,2026-05-18,96,932,Delivered,Pharma
8943,76,Ware House E,2026-05-13,2026-05-15,39,5250,In Transit,Automotive
8944,403,Ware House E,2026-05-28,2026-05-29,10,5981,Delivered,Pharma
8945,103,Ware House B,2026-05-18,2026-05-26,86,251,Delayed,Industrial
8946,274,Ware House A,2026-05-23,2026-05-29,96,8181,Delivered,Pharma
8947,77,Ware House B,2026-05-19,2026-05-26,76,6548,Delayed,Pharma
8948,174,Ware House D,2026-06-04,2026-06-09,74,4325,Delayed,Electronics
8949,48,Ware House D,2026-05-31,2026-06-06,80,5704,Delivered,Pharma
8950,403,Ware House B,2026-05-30,2026-06-07,26,4758,In Transit,FMCG
8951,402,Ware House D,2026-05-15,2026-05-19,43,276,Delayed,Electronics
8952,261,Ware House B,2026-05-26,2026-06-02,91,8980,Delivered,Electronics
8953,342,Ware House C,2026-05-12,2026-05-18,19,5194,Cancelled,Electronics
8954,46,Ware House D,2026-05-17,2026-05-22,10,9824,Cancelled,Automotive
8955,167,Ware House A,2026-05-06,2026-05-11,75,9579,In Transit,Industrial
8956,38,Ware House B,2026-06-03,2026-06-12,22,5024,Cancelled,Electronics
8957,351,Ware House C,2026-05-06,2026-05-15,81,7219,Cancelled,Industrial
8958,314,Ware House E,2026-05-30,2026-06-01,98,5617,Delayed,Pharma
8959,119,Ware House D,2026-05-14,2026-05-18,8,160,In Transit,Automotive
8960,332,Ware House D,2026-05-09,2026-05-16,45,1085,Cancelled,Automotive
8961,471,Ware House E,2026-05-27,2026-06-02,51,5759,Cancelled,Automotive
8962,405,Ware House E,2026-05-25,2026-06-04,80,9472,In Transit,Electronics
8963,189,Ware House C,2026-06-04,2026-06-07,76,9179,Cancelled,FMCG
8964,347,Ware House D,2026-05-18,2026-05-27,23,5336,Delivered,FMCG
8965,161,Ware House E,2026-05-22,2026-05-31,73,3969,Delivered,Pharma
8966,164,Ware House C,2026-05-22,2026-05-23,41,784,Cancelled,Pharma
8967,334,Ware House B,2026-05-06,2026-05-09,23,860,In Transit,Automotive
8968,390,Ware House E,2026-05-25,2026-05-28,29,1734,In Transit,Automotive
8969,494,Ware House D,2026-05-26,2026-06-01,3,1548,Delivered,Electronics
8970,294,Ware House E,2026-05-09,2026-05-10,74,5029,Delivered,Automotive
8971,472,Ware House E,2026-05-16,2026-05-17,97,9791,Delivered,FMCG
8972,275,Ware House A,2026-05-09,2026-05-16,21,1475,In Transit,FMCG
8973,32,Ware House E,2026-05-28,2026-06-06,27,4105,In Transit,Automotive
8974,490,Ware House B,2026-05-21,2026-05-26,90,8986,Delayed,Industrial
8975,433,Ware House C,2026-06-01,2026-06-11,64,1340,Cancelled,Automotive
8976,301,Ware House C,2026-05-11,2026-05-15,85,3649,Delivered,Electronics
8977,467,Ware House E,2026-05-13,2026-05-20,39,3245,Delivered,Automotive
8978,450,Ware House E,2026-06-03,2026-06-12,73,1553,Delivered,FMCG
8979,350,Ware House C,2026-05-07,2026-05-14,61,4032,Cancelled,Electronics
8980,204,Ware House B,2026-05-14,2026-05-18,33,7648,Cancelled,FMCG
8981,223,Ware House B,2026-05-06,2026-05-12,4,9998,Delayed,FMCG
8982,89,Ware House D,2026-06-04,2026-06-12,27,6120,Delivered,FMCG
8983,207,Ware House E,2026-05-07,2026-05-16,47,9743,In Transit,FMCG
8984,174,Ware House B,2026-05-15,2026-05-19,94,1933,Delivered,Electronics
8985,473,Ware House D,2026-05-18,2026-05-27,79,425,Delayed,Industrial
8986,8,Ware House E,2026-05-21,2026-05-26,40,9913,In Transit,Pharma
8987,171,Ware House E,2026-05-15,2026-05-19,10,5542,Delivered,Pharma
8988,431,Ware House D,2026-05-29,2026-05-31,87,8044,Delayed,Industrial
8989,495,Ware House D,2026-05-07,2026-05-15,28,8578,Cancelled,Electronics
8990,489,Ware House D,2026-05-17,2026-05-22,39,5314,Delayed,Pharma
8991,172,Ware House D,2026-05-22,2026-05-30,18,9996,Cancelled,FMCG
8992,495,Ware House E,2026-05-15,2026-05-19,51,4571,Cancelled,Pharma
8993,398,Ware House B,2026-05-20,2026-05-25,5,6545,In Transit,Automotive
8994,426,Ware House D,2026-05-15,2026-05-22,66,8393,Delayed,Electronics
8995,461,Ware House E,2026-05-31,2026-06-09,98,4825,Cancelled,FMCG
8996,115,Ware House C,2026-05-15,2026-05-18,32,2710,Delivered,Automotive
8997,54,Ware House A,2026-06-01,2026-06-10,77,3886,Delivered,Automotive
8998,306,Ware House A,2026-05-18,2026-05-22,54,8003,Delivered,Automotive
8999,277,Ware House D,2026-06-02,2026-06-07,95,2416,Cancelled,Electronics
9000,92,Ware House D,2026-05-10,2026-05-20,22,6008,Delayed,Electronics
9001,346,Ware House E,2026-06-04,2026-06-10,33,7647,In Transit,FMCG
9002,63,Ware House B,2026-05-21,2026-05-25,8,6262,Cancelled,Pharma
9003,310,Ware House B,2026-05-12,2026-05-14,57,9409,Cancelled,Pharma
9004,359,Ware House A,2026-05-13,2026-05-18,11,7410,Cancelled,FMCG
9005,132,Ware House A,2026-05-07,2026-05-17,96,4024,Cancelled,Automotive
9006,259,Ware House C,2026-05-13,2026-05-18,88,4245,Delivered,Electronics
9007,244,Ware House E,2026-05-10,2026-05-14,76,6270,Delivered,Automotive
9008,334,Ware House E,2026-05-10,2026-05-19,52,8910,Delayed,Pharma
9009,274,Ware House A,2026-05-20,2026-05-24,3,7458,Delivered,Industrial
9010,316,Ware House E,2026-05-26,2026-05-30,98,1751,Cancelled,Automotive
9011,18,Ware House A,2026-05-26,2026-06-03,22,3338,Cancelled,FMCG
9012,397,Ware House A,2026-05-09,2026-05-11,63,4467,In Transit,Industrial
9013,415,Ware House D,2026-05-30,2026-06-02,26,2928,Delayed,Automotive
9014,218,Ware House E,2026-05-21,2026-05-25,14,3465,In Transit,FMCG
9015,381,Ware House D,2026-05-10,2026-05-15,40,3714,In Transit,Industrial
9016,409,Ware House B,2026-05-23,2026-05-26,51,5889,Delayed,FMCG
9017,381,Ware House A,2026-05-26,2026-06-02,61,9190,In Transit,Industrial
9018,120,Ware House D,2026-05-09,2026-05-17,55,6489,Delivered,Electronics
9019,449,Ware House C,2026-05-23,2026-05-30,26,3049,Cancelled,Electronics
9020,103,Ware House A,2026-05-11,2026-05-19,39,1064,Delivered,FMCG
9021,78,Ware House D,2026-05-28,2026-06-07,52,5595,In Transit,FMCG
9022,66,Ware House E,2026-06-04,2026-06-14,94,4668,In Transit,Automotive
9023,256,Ware House D,2026-05-09,2026-05-16,50,9514,Cancelled,Electronics
9024,410,Ware House C,2026-05-14,2026-05-16,87,1082,Delayed,Electronics
9025,147,Ware House C,2026-05-14,2026-05-24,33,8006,Delayed,Electronics
9026,175,Ware House C,2026-05-23,2026-05-31,47,134,In Transit,Industrial
